sku,nombre,marca,categoria,subcategoria,precio_oferta,precio_lista,precio_mayoreo,costo_usd,proveedor,clave_proveedor,stock,estado_comercial,imagen
A-RCKACC2380,"GABINETE MURAL DE 19"",12U, FLATPACK (711883) Gabinete Mural de 19"",12U,Flatpack (711883) INTELLINET Gabinete mural 19""",VECTEC,gabinetes,Gabinetes de Pared (6U - 12U),5980.66,7974.21,5382.59,185.87912087912088,CT Internacional,A,15,disponible,assets/img/RCKACC2380.webp
A-RCKACC2480,"GABINETE MURAL DE 19"",15U, FLATPACK 600m (713887) Gabinete mural abatible 19"" (713887) INTELLINET 15U, 600 mm de profund",VECTEC,accesorios_perifericos,Racks & Gabinetes,7122.7,9496.93,6410.43,221.37362637362637,CT Internacional,A,15,disponible,assets/img/RCKACC2480.webp
A-RCKACC2370,"GABINETE DE MONTAJE EN PARED 19"",12U 570x450 (711869) Gabinete mural 19""(711869) INTELLINET 12U, profundidad 450 mm (17.",VECTEC,gabinetes,Gabinetes de Pared (6U - 12U),5800.34,7733.79,5220.31,180.27472527472528,CT Internacional,A,15,disponible,assets/img/RCKACC2370.webp
A-RCKACC2340,"GABINETE MURAL DE 19"" 6U ENSAMBLADO 600x450 (711739) Gabinete mural 19"" (711739) INTELLINET 6U, 450 mm de profundidad, d",VECTEC,gabinetes,Gabinetes de Pared (6U - 12U),4718.41,6291.21,4246.57,146.64835164835162,CT Internacional,A,15,disponible,assets/img/RCKACC2340.webp
A-RCKACC2400,"GABINETE 19""MURAL FLATPACK 15U 570x450 (711937) Gabinete mural 19"" (154499) INTELLINET 15U, profundidad 450 mm, presenta",VECTEC,accesorios_perifericos,Racks & Gabinetes,6822.16,9096.21,6139.94,212.032967032967,CT Internacional,A,15,disponible,assets/img/RCKACC2400.webp
A-RCKACC2580,"RACK ABIERTO 19"" MURAL 15U 500x450 (716208) Rack abierto mural 19"" (716208) INTELLINET de 2 postes, 15U, con diseño aba",VECTEC,accesorios_perifericos,Racks & Gabinetes,3786.75,5049.0,3408.08,117.69230769230768,CT Internacional,A,15,disponible,assets/img/RCKACC2580.webp
A-RCKACC2390,"GABINETE 19""MURAL FLATPACK 15U 570x450 (711906) Gabinete mural para rack de 19"" (711906) ,12U y 450 mm de profundidad, d",VECTEC,accesorios_perifericos,Gabinetes de Pared (6U - 12U),5139.16,6852.21,4625.24,159.72527472527472,CT Internacional,A,15,disponible,assets/img/RCKACC2390.webp
A-RCKACC2360,"GABINETE MURAL ABATIBLE 19"",9U (711845) Gabinete mural abatible para rack de 19"" (711845) 9U y 550 mm de profundidad, id",VECTEC,accesorios_perifericos,Gabinetes de Pared (6U - 12U),5559.91,7413.21,5003.92,172.8021978021978,CT Internacional,A,15,disponible,assets/img/RCKACC2360.webp
A-RCKACC2460,"GABINETE MURAL ABATIBLE 19"",9U FALTPACK (713849) Gabinete mural abatible para rack de 19"" (713849) 9U y 600 mm de profun",VECTEC,accesorios_perifericos,Gabinetes de Pared (6U - 12U),5800.34,7733.79,5220.31,180.27472527472528,CT Internacional,A,15,disponible,assets/img/RCKACC2460.webp
A-RCKACC2430,"GABINETE MURAL ENSAMBLADO 19"",12U (712088) Gabinete mural para rack de 19"" (712088) 12U y 600 mm de profundidad, ideal p",VECTEC,accesorios_perifericos,Gabinetes de Pared (6U - 12U),6100.88,8134.5,5490.79,189.6153846153846,CT Internacional,A,15,disponible,assets/img/RCKACC2430.webp
A-RCKACC2470,"GABINETE MURAL ABATIBLE 19"",12U FLATPACK (713863) Gabinete mural abatible para rack de 19"" (713863) 12U y 600 mm de prof",VECTEC,accesorios_perifericos,Gabinetes de Pared (6U - 12U),6401.41,8535.21,5761.27,198.95604395604397,CT Internacional,A,15,disponible,assets/img/RCKACC2470.webp
A-RCKACC2410,"GABINETE MURAL ABATIBLE 19"",15U (712019)Gabinete mural abatible para rack de 19"" (712019) 15U y 550 mm de profundidad, i",VECTEC,accesorios_perifericos,Racks & Gabinetes,7122.7,9496.93,6410.43,221.37362637362637,CT Internacional,A,15,disponible,assets/img/RCKACC2410.webp
A-RCKACC2420,"GABINETE MURAL DE 19"",9U ENSAMBLADO (712071) Gabinete mural para rack de 19"" (712071) 9U y 600 mm de profundidad, ideal",VECTEC,accesorios_perifericos,Gabinetes de Pared (6U - 12U),6461.52,8615.36,5815.37,200.82417582417582,CT Internacional,A,15,disponible,assets/img/RCKACC2420.webp
A-RCKACC2570,"RACK ABIERTO 19"" PARA MONTAJE EN PARED,2 POSTES,2U (716192) Rack abierto para montaje en pared de 19"" (716192) con 2 pos",VECTEC,accesorios_perifericos,Gabinetes de Pared (6U - 12U),3396.05,4528.07,3056.45,105.54945054945054,CT Internacional,A,15,disponible,assets/img/RCKACC2570.webp
A-RCKACC2560,"RACK ABIERTO 19"" PARA MONTAJE EN PARED,4 POSTES,15U (716161) Rack abierto para montaje en pared de 19"" (716161)con 4 pos",VECTEC,accesorios_perifericos,Gabinetes de Pared (6U - 12U),4267.61,5690.14,3840.85,132.63736263736263,CT Internacional,A,15,disponible,assets/img/RCKACC2560.webp
A-RCKACC1900,"Rack Doble 26U INTELLINET (714242) INTELLINET Tipo: Rack o bastidor independiente, Capacidad del rack: 26U, Capacidad má",VECTEC,accesorios_perifericos,Gabinetes de Pared (6U - 12U),6401.41,8535.21,5761.27,198.95604395604397,CT Internacional,A,15,disponible,assets/img/RCKACC1900.webp
A-RCKACC2350,"GABINETE MURAL 19"".9U (711777) Gabinete para rack de 19"" (711777) diseñado para equipos de red y telecomunicaciones, con",VECTEC,accesorios_perifericos,Gabinetes de Pared (6U - 12U),5139.16,6852.21,4625.24,159.72527472527472,CT Internacional,A,15,disponible,assets/img/RCKACC2350.webp
A-RCKACC2450,"PANEL PASA CABLE CON CEPILLO 1U,19"" (712767) Panel pasacables horizontal de 19""(712767) 1U con cepillo, diseñado para or",VECTEC,accesorios_perifericos,Racks & Gabinetes,195.52,260.7,175.97,6.076923076923077,CT Internacional,A,15,disponible,assets/img/RCKACC2450.webp
A-RCKACC2520,"CHAROLA DOBLE PARA RACK (714877) Charola doble para rack de 19"" de 2U (714877) 450 mm de profundidad, diseño ventilado p",VECTEC,accesorios_perifericos,Charolas & Accesorios de Rack,1172.09,1562.79,1054.88,36.42857142857142,CT Internacional,A,15,disponible,assets/img/RCKACC2520.webp
A-RCKACC2500,"CHAROLA CON RIELES AJUSTABLES,19U (714112) Charola para rack de 19"" (714112) rieles ajustables y profundidad extensible",VECTEC,accesorios_perifericos,Gabinetes de Pared (6U - 12U),1021.82,1362.43,919.64,31.758241758241756,CT Internacional,A,15,disponible,assets/img/RCKACC2500.webp
A-RCKACC2320,"ORGANIZADOR HORIZONTAL DE CABLE 19"",4 ANILLOS CORTOS (711050) Organizador horizontal de cables para rack de 19""(711050)",VECTEC,racks_gabinetes_servidor,Charolas & Accesorios de Rack,195.52,260.7,175.97,6.076923076923077,CT Internacional,A,15,disponible,assets/img/RCKACC2320.webp
A-RCKACC2330,"ORGANIZADORS HORIZONTAL DE CABLES 19"", 4 ANILLOS LARGOS (711074) Organizador horizontal de cables para rack de 19""(71107",VECTEC,racks_gabinetes_servidor,Charolas & Accesorios de Rack,225.58,300.77,203.02,7.010989010989011,CT Internacional,A,15,disponible,assets/img/RCKACC2330.webp
A-RCKACC2490,"CHAROLA FIJA DE 19"" CON RIELES VARIABLES PARA MONTAJE (714082) Charola fija para rack de 19""(714082)con rieles ajustable",VECTEC,accesorios_perifericos,Charolas & Accesorios de Rack,811.45,1081.93,730.31,25.21978021978022,CT Internacional,A,15,disponible,assets/img/RCKACC2490.webp
A-RCKACC2530,"CHAROLA PARA RACKS Y GABINETES DE 19"" (714891) Charola ventilada para racks y gabinetes de 19""(714891) con tamaño de 1U",VECTEC,accesorios_perifericos,Charolas & Accesorios de Rack,736.49,981.99,662.84,22.890109890109887,CT Internacional,A,15,disponible,assets/img/RCKACC2530.webp
A-RCKACC2540,"CHAROLA 19"" (715102) Charola fija para rack de 19"" con altura de 1U y profundidad de 350 mm. Diseño no ventilado ideal p",VECTEC,accesorios_perifericos,Charolas & Accesorios de Rack,736.49,981.99,662.84,22.890109890109887,CT Internacional,A,15,disponible,assets/img/RCKACC2540.webp
A-RCKACC2510,"CONVERTIDOR USB-C A SERIAL DB9, 1M (714716) Charola fija para rack de 19"" (714716)con rieles ajustables y profundidad ex",VECTEC,accesorios_perifericos,Racks de Piso para Servidor,1247.4,1663.2,1122.66,38.76923076923077,CT Internacional,A,15,disponible,assets/img/RCKACC2510.webp
A-RCKACC2440,"CHAROLA VENTILADA PARA RACK 19"",2U (712507) Charola ventilada para rack de 19"" (712507)con altura de 2U y profundidad de",VECTEC,accesorios_perifericos,Charolas & Accesorios de Rack,781.39,1041.86,703.25,24.285714285714285,CT Internacional,A,15,disponible,assets/img/RCKACC2440.webp
A-GABITL720,"Gabinete mural 19"" de tamaño reducido (713689) Intellinet Caja delgada que ahorra espacio con sólo 170 mm de profundidad",VECTEC,gabinetes,Flujo de Aire Mesh,3275.84,4367.79,2948.26,101.81318681318682,CT Internacional,A,15,disponible,assets/img/GABITL720.webp
A-GABITL210,"Gabinete de 19"" para Montaje en Pared, 12 U (203869), Específicamente diseñado para aplicaciones de espacio reducido Se",VECTEC,gabinetes,Flujo de Aire Mesh,7483.34,9977.79,6735.01,232.58241758241758,CT Internacional,A,15,disponible,assets/img/GABITL210.webp
A-GABITL680,"Gabinete mural 19° 6U (711715) Ideal para aplicaciones de montaje en rack de 19"", Carga estática máxima de 60 kg, Puerta",VECTEC,accesorios_perifericos,Pecera & Cristal Templado,4387.82,5850.43,3949.04,136.37362637362637,CT Internacional,A,15,disponible,assets/img/GABITL680.webp
A-GABITL700,"Gabinete mural 19° 6U (711753) compatible con accesorios de 19"", soporta hasta 60KG, cristal templado 600mm x 600mm",VECTEC,gabinetes,Pecera & Cristal Templado,4958.84,6611.79,4462.96,154.12087912087912,CT Internacional,A,15,disponible,assets/img/GABITL700.webp
A-GABITL670,"Gabinete mural 19° 9U (711814) compatible con accesorios de 19"", soporta hasta 60KG, cristal templado 600mm x 450mm",VECTEC,gabinetes,Pecera & Cristal Templado,5079.05,6772.07,4571.15,157.85714285714286,CT Internacional,A,15,disponible,assets/img/GABITL670.webp
A-GABITL660,"Gabinete 15U Mural (711951) Gabinete Mural con puerta de cristal medidas 770 (h) x 570 (w) x 600 (d) mm, soporta 60kg,",VECTEC,gabinetes,Pecera & Cristal Templado,7513.4,10017.86,6762.06,233.5164835164835,CT Internacional,A,15,disponible,assets/img/GABITL660.webp
A-GABITL590,"Tornilleria M6 100piezas (713658) TORNILLOS M6 TUERCA ENJAULADA PAQUETE CON 100 JUEGOS, Paquete con 100, Juego de tornil",VECTEC,accesorios_perifericos,Flujo de Aire Mesh,694.42,925.89,624.98,21.582417582417584,CT Internacional,A,15,disponible,assets/img/GABITL590.webp
A-GABITL580,"Tornilleria M6 50piezas (711081) TORNILLOS M6 TUERCA ENJAULADA PAQUETE CON 100 JUEGOS, Paquete con 50, Juego de tornillo",VECTEC,accesorios_perifericos,Flujo de Aire Mesh,345.8,461.06,311.22,10.747252747252746,CT Internacional,A,15,disponible,assets/img/GABITL580.webp
A-ACCITL5240,"Bote con 50 juegos de tornillería enjaulada 12-24 (715157) Bote con 50 juegos, Tuercas, tornillos y arandelas enjauladas",VECTEC,gabinetes,Gabinetes de Montaje,438.78,585.04,394.9,13.637362637362637,CT Internacional,A,15,disponible,assets/img/ACCITL5240.webp
A-GABITL500,"Gabinete de piso (713085) 22 Unidades, cubierta calificada IP20, Flatpack, Negro, Ideal para todas las aplicaciones de m",VECTEC,gabinetes,Pecera & Cristal Templado,21037.5,28050.0,18933.75,653.8461538461538,CT Internacional,A,15,disponible,assets/img/GABITL500.webp
A-GABITL510,"Gabinete de piso (713108) 19 pulgadas, 26U, Color: Negro RAL9005, Certificaciones: RoHS, UL, Gost-R, Nivel de protección",VECTEC,gabinetes,Pecera & Cristal Templado,23892.59,31856.79,21503.33,742.5824175824175,CT Internacional,A,15,disponible,assets/img/GABITL510.webp
A-GABITL520,"Gabinete de piso (713184) 19 pulgadas, 42 U, Color: Negro RAL9005, Certificaciones: RoHS, UL, Gost-R, Nivel de protecció",VECTEC,gabinetes,Pecera & Cristal Templado,28550.9,38067.86,25695.81,887.3626373626373,CT Internacional,A,15,disponible,assets/img/GABITL520.webp
A-GABITL540,"Gabinete de piso (713276) 19 pulgadas, 42 U, Negro RAL9005, Certificaciones: RoHS, UL, Gost-R, Nivel de protección: IP20",VECTEC,gabinetes,Flujo de Aire Mesh,44779.82,59706.43,40301.84,1391.7582417582416,CT Internacional,A,15,disponible,assets/img/GABITL540.webp
A-GABITL730,180917 Carrito de carga con 10 contactos de corriente alterna: Almacena y carga de forma segura laptops y dispositivos,VECTEC,accesorios_perifericos,Flujo de Aire Mesh,10368.48,13824.64,9331.63,322.25274725274727,CT Internacional,A,15,disponible,assets/img/GABITL730.webp
A-GABITL820,Gabinete de Carga de 20 contactos CA (181112) MANHATTAN Gabinete de carga portatil con tomas NEMA 5-15R incorporadas en,VECTEC,gabinetes,Flujo de Aire Mesh,17881.88,23842.5,16093.69,555.7692307692307,CT Internacional,A,15,disponible,assets/img/GABITL820.webp
A-GABITL740,180931 Carrito de carga con 32 contactos de corriente alterna: Almacena y carga de forma segura laptops y dispositivos,VECTEC,accesorios_perifericos,Flujo de Aire Mesh,34561.6,46082.14,31105.44,1074.1758241758241,CT Internacional,A,15,disponible,assets/img/GABITL740.webp
A-RCKACC1330,"Barra de 7 contactos (207102) para uso de rack abierto, supresor, parte trasera horizontal",VECTEC,accesorios_perifericos,Racks & Gabinetes,1172.09,1562.79,1054.88,36.42857142857142,CT Internacional,A,15,disponible,assets/img/RCKACC1330.webp
A-ACCITL5500,"Barra multicontactos de 8 salidas para montaje en rack de 19"" (163682) Ocho puertos, IEC320 C13 salida de energía con co",VECTEC,reguladores_voltaje,Barras de contacto,5860.45,7813.93,5274.4,182.14285714285714,CT Internacional,A,15,disponible,assets/img/ACCITL5500.webp
A-RCKACC1750,Barra PDU 12 CONT RACK VERTICAL (713955) Los PDUs (Unidades de Distribución de Energía) básicos para rack de INTELLINET,VECTEC,accesorios_perifericos,Charolas & Accesorios de Rack,1472.62,1963.5,1325.36,45.76923076923077,CT Internacional,A,15,disponible,assets/img/RCKACC1750.webp
A-RCKACC1740,"Barra PDU 8 cont 1U (713993) Tipo de entrada de alimentación: Entrada sencilla con terminal izquierda, Conector del cabl",VECTEC,accesorios_perifericos,Charolas & Accesorios de Rack,1006.97,1342.63,906.27,31.296703296703296,CT Internacional,A,15,disponible,assets/img/RCKACC1740.webp
A-RCKACC1760,"Barra PDU 15 cont 2U (714075) Tipo de entrada de alimentación: Entrada sencilla con terminal izquierda, Conector del cab",VECTEC,accesorios_perifericos,Charolas & Accesorios de Rack,1773.16,2364.21,1595.84,55.10989010989011,CT Internacional,A,15,disponible,assets/img/RCKACC1760.webp
A-RCKACC1970,"Charola fija 19"" (710916) 2 puntos de fijación frontales para postes de 19"", Para montaje en pared y gabinetes con un mí",VECTEC,gabinetes,Gabinetes de Pared (6U - 12U),1021.82,1362.43,919.64,31.758241758241756,CT Internacional,A,15,disponible,assets/img/RCKACC1970.webp
A-RCKACC1960,"Charola para gabinete 19"" (712521) Carga máxima estática de50 kg, 1 mm de espesor, acero,350mm de produndidad",VECTEC,accesorios_perifericos,Charolas & Accesorios de Rack,670.37,893.83,603.33,20.835164835164836,CT Internacional,A,15,disponible,assets/img/RCKACC1960.webp
A-RCKACC1950,"Charola para gabinete 19"" (712576) Carga máxima estática de100 kg, 1.5 mm de espesor, acero,600mm de produndidad",VECTEC,accesorios_perifericos,Charolas & Accesorios de Rack,1021.82,1362.43,919.64,31.758241758241756,CT Internacional,A,15,disponible,assets/img/RCKACC1950.webp
A-RCKACC1990,"Charola fija 19"" (712514) 2U, 2 puntos frontales de montaje, 400 mm de profundidad, Ventilada, Negro, Carga estática máx",VECTEC,accesorios_perifericos,Charolas & Accesorios de Rack,1021.82,1362.43,919.64,31.758241758241756,CT Internacional,A,15,disponible,assets/img/RCKACC1990.webp
A-RCKACC2030,"Charola deslizable, 1U, 19"" (712620) Carga estática máxima de 35 kg, 1.5 mm de espesor de acero, Color: Negro RAL9005, E",VECTEC,accesorios_perifericos,Charolas & Accesorios de Rack,1773.16,2364.21,1595.84,55.10989010989011,CT Internacional,A,15,disponible,assets/img/RCKACC2030.webp
A-RCKACC1890,"Charola Rack (715072) charola de 1U de rack, soporta 30kg, profundidad de 25cm",VECTEC,accesorios_perifericos,Charolas & Accesorios de Rack,676.38,901.84,608.74,21.021978021978022,CT Internacional,A,15,disponible,assets/img/RCKACC1890.webp
A-RCKACC1880,"Charola Rack (714884) charola de 1U de rack, soporta 30kg, profundidad de 25cm, Ventilada",VECTEC,accesorios_perifericos,Charolas & Accesorios de Rack,676.38,901.84,608.74,21.021978021978022,CT Internacional,A,15,disponible,assets/img/RCKACC1880.webp
A-RCKACC2310,"716345 Kit de carril DIN ajustable para rack de 19"", 2U. El kit ajustable de carril DIN para rack de 19"", 2U de Intellin",VECTEC,accesorios_perifericos,Racks de Piso para Servidor,691.23,921.64,622.11,21.483516483516482,CT Internacional,A,15,disponible,assets/img/RCKACC2310.webp
A-RCKACC2040,"Charola para Rack extensible fijo de 19"" (714389) INTELLINET Los estantes de 19"" de Intellinet Network Solutions son el",VECTEC,accesorios_perifericos,Racks de Piso para Servidor,1773.16,2364.21,1595.84,55.10989010989011,CT Internacional,A,15,disponible,assets/img/RCKACC2040.webp
A-RCKACC550,"Panel de Parcheo Cat5e, INTELLINET, 24 puertos, UTP, 1U Color: Negro, 513555, Diseño: Dimensiones: 482 mm (Ancho) x 43 m",VECTEC,accesorios_perifericos,Racks & Gabinetes,901.61,1202.14,811.45,28.021978021978022,CT Internacional,A,15,disponible,assets/img/RCKACC550.webp
A-ACCITL500,"Panel de parcheo Cat 5E (513579) 48 puertos. Montaje en rack de 19"", 2 unidad. Se poncha con una Herramienta de impacto",VECTEC,cableado_estructurado,Patch Panel (Panel de parcheo) Cat 5e 10/100 Mbps,1532.73,2043.64,1379.46,47.637362637362635,CT Internacional,A,15,disponible,assets/img/ACCITL500.webp
A-RCKACC560,"Panel de parcheo Cat 6 (520959) 24 puertos. Montaje en rack de 19"", 1 unidad. Se poncha con una Herramienta de impacto t",VECTEC,accesorios_perifericos,Racks & Gabinetes,1172.09,1562.79,1054.88,36.42857142857142,CT Internacional,A,15,disponible,assets/img/RCKACC560.webp
A-RCKACC035,"Panel de parcheo Cat 6 (560283) 48 puertos, UTP, 2U, montaje en rack 19""",VECTEC,accesorios_perifericos,Racks & Gabinetes,2073.7,2764.93,1866.33,64.45054945054945,CT Internacional,A,15,disponible,assets/img/RCKACC035.webp
A-CABITL545,Cable de red Cat6 UTP 1.5 metros Negro (342056) con conectores RJ45 Macho a Macho. Cuenta con contactos con baño de oro,VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,66.12,88.16,59.51,2.054945054945055,CT Internacional,A,15,disponible,assets/img/placeholders/acc_placeholder.jpg
A-CABITL4330,"Cable de Red Cat6a (741538) Intellinet Cable de Red Cat6a S/FTP, 2.1 m, Negro, Cable de par trenzado completamente blind",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,102.18,136.24,91.96,3.1758241758241756,CT Internacional,A,15,disponible,assets/img/CABITL4330.webp
A-CABITL2040,"Cable de red, Cat5e UTP (318129) RJ-45 Macho / RJ-45 macho, 1.5ft, (0.45 metros), color azul y garantía de por vida.",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,30.05,40.07,27.05,0.934065934065934,CT Internacional,A,15,disponible,assets/img/CABITL2040.webp
A-RCKACC500,"Cable de red, Cat5e, UTP, INTELLINET, RJ-45 Macho / RJ-45 Macho, 1.0 m, Color Gris , 318921, UTP, Listado UL, Certificad",VECTEC,accesorios_perifericos,Racks & Gabinetes,45.26,60.34,40.73,1.4065934065934065,CT Internacional,A,15,disponible,assets/img/RCKACC500.webp
A-RCKACC1260,Patch Cord UTP Categoría 5e (318938) 1 metro de largo. Color Azul,VECTEC,cables_adaptadores,Racks & Gabinetes,45.26,60.34,40.73,1.4065934065934065,CT Internacional,A,15,disponible,assets/img/RCKACC1260.webp
A-RCKACC510,"Cable de red, Cat5e, UTP, INTELLINET, RJ-45 Macho / RJ-45 Macho, 2.0 m, Color: Gris, 318976, UTP, Listado UL, Certificad",VECTEC,accesorios_perifericos,Racks & Gabinetes,69.3,92.4,62.37,2.1538461538461537,CT Internacional,A,15,disponible,assets/img/RCKACC510.webp
A-RCKACC1250,Patch Cord UTP Categoría 5e (318983) 2 metros de largo. Color Azul,VECTEC,cables_adaptadores,Racks & Gabinetes,69.3,92.4,62.37,2.1538461538461537,CT Internacional,A,15,disponible,assets/img/RCKACC1250.webp
A-RCKACC620,"Cable de red, Cat5e, UTP, INTELLINET, RJ-45 Macho / RJ-45 Macho, 3.0 m, color: Gris, 319768, UTP, listado UL, certificad",VECTEC,accesorios_perifericos,Racks & Gabinetes,99.35,132.47,89.41,3.087912087912088,CT Internacional,A,15,disponible,assets/img/RCKACC620.webp
A-RCKACC1270,Patch Cord UTP Categoría 5e (319775) 3 metros de largo. Color Azul,VECTEC,cables_adaptadores,Racks & Gabinetes,93.34,124.46,84.01,2.901098901098901,CT Internacional,A,15,disponible,assets/img/RCKACC1270.webp
A-CABITL260,Patch Cord UTP Categoría 5 (319812) 4.2 metros de largo. Color Gris,VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,147.44,196.59,132.7,4.582417582417582,CT Internacional,A,15,disponible,assets/img/CABITL260.webp
A-CABITL1440,"Cable de red (319829), Cat 5e, UTP, 5 M., azul.",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,147.44,196.59,132.7,4.582417582417582,CT Internacional,A,15,disponible,assets/img/CABITL1440.webp
A-CABITL270,Patch Cord UTP Categoría 5 (319867) 7.6 metros de largo. Color Gris,VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,219.57,292.76,197.61,6.824175824175824,CT Internacional,A,15,disponible,assets/img/CABITL270.webp
A-RCKACC990,"Cable de red, Cat5e, UTP, INTELLINET, RJ-45 Macho / RJ-45 Macho, 15.0 m, color: Gris, 319973, UTP, listado UL, certifica",VECTEC,accesorios_perifericos,Racks & Gabinetes,420.75,561.0,378.68,13.076923076923077,CT Internacional,A,15,disponible,assets/img/RCKACC990.webp
A-RCKACC1005,Patch Cord UTP Categoría 5e (320627) 30 metros (100ft) de largo. Color blanco,VECTEC,cables_adaptadores,Racks & Gabinetes,586.22,781.63,527.6,18.21978021978022,CT Internacional,A,15,disponible,assets/img/RCKACC1005.webp
A-CABITL740,"Cable de red (319874), Cat5e, UTP, RJ-45 Macho/ RJ-45 Macho, 7.5 m, Color: Azul",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,219.57,292.76,197.61,6.824175824175824,CT Internacional,A,15,disponible,assets/img/CABITL740.webp
A-CABITL4340,"Cable de Red Cat6a (741477) Cable de Red Cat6a S/FTP, 90 cm, Azul, Cable de par trenzado completamente blindado. Contact",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,69.3,92.4,62.37,2.1538461538461537,CT Internacional,A,15,disponible,assets/img/CABITL4340.webp
A-CABITL4350,"Cable de Red Cat6a (741521) Cable de Red Cat6a S/FTP, 0.9 m, Negro Cable de par trenzado completamente blindado. Contact",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,69.3,92.4,62.37,2.1538461538461537,CT Internacional,A,15,disponible,assets/img/CABITL4350.webp
A-CABITL4360,"Cable de Red Cat6a (741484) Cable de Red Cat6a S/FTP, 2.1 m, Azul, Cable de par trenzado completamente blindado. Contact",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,102.18,136.24,91.96,3.1758241758241756,CT Internacional,A,15,disponible,assets/img/CABITL4360.webp
A-CABITL4370,"Cable de Red Cat6a (313834) Cable de Red Cat6a S/FTP, 30 cm, Negro, Cable de par trenzado completamente blindado. Contac",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,48.08,64.11,43.27,1.4945054945054945,CT Internacional,A,15,disponible,assets/img/CABITL4370.webp
A-CABITL4380,"Cable de Red Cat6a (315982) Cable de Red Cat6a S/FTP, 30 cm, Azul, Cable de par trenzado completamente blindado. Contact",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,48.08,64.11,43.27,1.4945054945054945,CT Internacional,A,15,disponible,assets/img/CABITL4380.webp
A-CABITL4390,"Cable de Red Cat6a (741491) Cable de Red Cat6a S/FTP, 2.1 m, Negro, Cable de par trenzado completamente blindado. Contac",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,132.23,176.31,119.01,4.10989010989011,CT Internacional,A,15,disponible,assets/img/CABITL4390.webp
A-CABITL4400,"Cable de Red Cat6a (741545) Cable de Red Cat6a S/FTP, 3 m, Negro, Cable de par trenzado completamente blindado. Contacto",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,132.23,176.31,119.01,4.10989010989011,CT Internacional,A,15,disponible,assets/img/CABITL4400.webp
A-CABITL4410,"Cable de Red Cat6a (741507) Cable de Red Cat6a S/FTP, 4.2 m, Azul Cable de par trenzado completamente blindado. Contact",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,201.53,268.71,181.38,6.263736263736264,CT Internacional,A,15,disponible,assets/img/CABITL4410.webp
A-CABITL4420,"Cable de Red Cat6a (741514) Cable de Red Cat6a S/FTP, 7.6 m, Azul Cable de par trenzado completamente blindado. Contacto",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,285.68,380.91,257.11,8.87912087912088,CT Internacional,A,15,disponible,assets/img/CABITL4420.webp
A-CABITL4430,"Cable de Red Cat6a (741552) Cable de Red Cat6a S/FTP, 4.2 m, Negro Cable de par trenzado completamente blindado. Contact",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,201.53,268.71,181.38,6.263736263736264,CT Internacional,A,15,disponible,assets/img/CABITL4430.webp
A-CABITL4440,"Cable de Red Cat6a (741569) Cable de Red Cat6a S/FTP, 7.6 m, Negro Cable de par trenzado completamente blindado. Contact",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 5e 10/100 Mbps,285.68,380.91,257.11,8.87912087912088,CT Internacional,A,15,disponible,assets/img/CABITL4440.webp
A-CABITL265,"Cable de red, Cat6, UTP RJ-45 Macho / RJ-45 Macho, 0.45 m, Azul (342568) Acoplo de impedancia, Contactos con baño de oro",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 6 (10/100/1000 Mbps),36.07,48.09,32.46,1.120879120879121,CT Internacional,A,15,disponible,assets/img/CABITL265.webp
A-CABITL425,"Cable de red, Cat6, UTP (342032) RJ-45 Macho / RJ-45 Macho, 1.5 ft. (0.5 m), Negro, Contactos con baño de oro, Probados",VECTEC,cables_adaptadores,Patch Cord (Cable Patch) Cat 6 (10/100/1000 Mbps),36.07,48.09,32.46,1.120879120879121,CT Internacional,A,15,disponible,assets/img/CABITL425.webp
